College Code,College Name,Seat Category,AD-Artificial Intelligence & Data Science,"AE-Aeronautical Engineering","AG-Agricultural Engineering",AI-Artificial Intelligence & Machine Learning,,"AL-Agriculture Engineering Course","AR-Automation & Robotics Engineering","AS-Aerospace Engineering"
E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",KKR,,,,107333,,,,
E172,"Mysore College of Engineering and Management-Chikkahalli, Mysuru",GM,,,,100014,,,,
E173,"Presidency University-Yelahanka, Bengaluru",GM,,,,32391,,,,
E173,"Presidency University-Yelahanka, Bengaluru",KKR,,,,95816,,,,
E187,"CMR University-Bagalur-Chagalatti, Bengaluru",GM,,,,27404,,33698,,
E187,"CMR University-Bagalur-Chagalatti, Bengaluru",KKR,,,,91275,,,,
E207,"BGS College of Engineering and Technology-Mahalaxmipuram, Bengaluru",GM,,,,,,,70592,
E217,"Harsha Institute of Technology-Nelamangala Taluk, Bangalore Rural",GM,,,,109099,,,,
College Code,College Name,Seat Category,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),"CIT-Computer Science & Information Technology",CK-Civil Engineering (Kannada),"CM-Computer & Comm- unication Engineering",,"CN-Computer Science & Technology","CO-Computer Science & Engineering (IOT)","CR-Computer Science"
E003,"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru",GM,,,,,,,106469,
E005,"Akash Institute of Engineering and Technology-Devanahalli, Bengaluru Rural",GM,106210,,,,,,,
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",GM,62210,,,,,,,
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",KKR,92917,,,,,,,
E011,"APS College of Engineering-Kanakapura Road, Bengaluru",GM,73500,,,,,,,
E023,"Basavakalyan Engineering College-NH9 Basavakalyan, Bidar",GM,,,,,,,,64882
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",GM,13109,,,,,,,
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",KKR,40897,,,,,,,
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,17753,,,,,,,
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",KKR,28557,,,,,,,
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,,,,,,,,
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,,,,,,,,
E041,"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru",GM,65473,,,,,,,
E041,"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru",KKR,97034,,,,,,,
E046,"East Point College of Engineering and Technology-Avalahalli, Bengaluru",GM,61605,,,,,,,
E048,"East West Institute of Technology-BEL Layout, Bengaluru",GM,86900,,,,,,,
E049,"Garden City University-Old Madras Road, Bengaluru",GM,,,,,,99891,,
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,42145,,,,,,,
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",KKR,100293,,,,,,,
E053,"Gopalan College of Engineering And Management-Whitefield, Bengaluru",GM,73994,,,,,,,
E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",GM,38481,,,,,,,
E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",KKR,103167,,,,,,,
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,21255,,,,,,,
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",KKR,54102,,,,,,,
E061,JSS Science and Technology University-Mysuru,GM,9653,,,,,,,
E061,JSS Science and Technology University-Mysuru,KKR,23162,,,,,,,
E062,"Jain College of Engineering-T.S Nagar, Belagavi",GM,38263,,,,,,,
E064,"Jain College of Engineering and Research-Udyambag, Belagavi",GM,66623,,,,,,,
E068,"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru",GM,,,,110510,,,,
E069,"KVG College Of Engineering-Sullia, Dakshina Kannada",GM,107509,,,,,,,
E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",GM,34553,,,,,,,
E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",KKR,59190,,,,,,,
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,1134,,,,,,,
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,6671,,,,,,,
E078,"Maharaja Institute of Technology-Belawadi, Mandya",GM,76224,,,,,,,
E079,"Malnad College of Engineering-Rangoli Halla, Hassan",GM,67395,,,,,,,
E080,"Mangalore Institute of Technology and Engineering-Moodbidri, Mangaluru",GM,91128,,,,,,,
E082,"Maharaja Institute of Technology-Thandavapura, Mysuru",GM,87706,,,,,,,
E084,"Nagarjuna College of Engineering And Technology-Devanahalli, Bengaluru",GM,110636,,,,,,,
E085,"The National Institute of Engineering North Campus-Koorgalli, Mysuru",GM,9935,,,,,,,
E085,"The National Institute of Engineering North Campus-Koorgalli, Mysuru",KKR,29254,,,,,,,
E088,"Navodaya Institute of Technology-Bijangera, Raichur",GM,99336,,,,,,,
E089,"P.E.S.College of Engineering-PES College Road, Mandya",GM,9583,,,,,,,
E089,"P.E.S.College of Engineering-PES College Road, Mandya",KKR,43815,,,,,,,
E094,"Proudhadevaraya Institute of Technology-TB Dam Road, Hosapete",GM,72777,,,,,,,
E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,480,,,,,,,
E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,2048,,,,,,,
E096,"R.L. Jalappa Institute of Technology-Kodigehalli, Doddaballapur",GM,106963,,,,,,,
E102,"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari",GM,92820,,,,,,,
E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",GM,21176,,,,,,,
E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",KKR,49407,,,,,,,
E108,"S J C Institute of Technology-BB Road, Chikkaballapur",GM,105536,,,,,,,
E112,"Sahyadri College of Engineering and Management-Adyar, Mangaluru",GM,64718,,,,,,,
E113,"Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru",GM,98922,,,,,,,
E125,"Siddaganga Institute of Technology-B H Road, Tumakuru",GM,10584,,,,,,,
E125,"Siddaganga Institute of Technology-B H Road, Tumakuru",KKR,27910,,,,,,,
E128,"Smt. Kamala and Sri Venkappa M. Agadi College of Engineering and Technology-
Laxmeswar, Gadag",GM,85586,,,,,,,
E147,"Vidyavardhaka College of Engineering-Gokulam, Mysuru",GM,47161,,,,,,,
E147,"Vidyavardhaka College of Engineering-Gokulam, Mysuru",KKR,89775,,,,,,,
E152,"ATME College of Engineering-Bannur Road, Mysuru",GM,84726,,,,,,,
E161,"Cambridge Institute of Technology North Campus-Kundana, Bengaluru",GM,54595,,,,,,,
E164,"Reva University-Yelahanka, Bengaluru",GM,12812,22561,,,,,,
E164,"Reva University-Yelahanka, Bengaluru",KKR,37055,68314,,,,,,
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",GM,,,,,,,24481,
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",KKR,,,,,,,75713,
E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",GM,5466,,,,,,,
E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",KKR,64349,,,,,,,
E172,"Mysore College of Engineering and Management-Chikkahalli, Mysuru",GM,74215,,,,,,,
E172,"Mysore College of Engineering and Management-Chikkahalli, Mysuru",KKR,102626,,,,,,,
E173,"Presidency University-Yelahanka, Bengaluru",GM,27654,,,,,,36701,
E173,"Presidency University-Yelahanka, Bengaluru",KKR,83916,,,,,,,
E187,"CMR University-Bagalur-Chagalatti, Bengaluru",GM,26740,,,,,28750,,
E187,"CMR University-Bagalur-Chagalatti, Bengaluru",KKR,78883,,,,,,,
E195,"Navkis College of Engineering -Kandali NH75, Hassan",GM,22324,,,,,,,
E198,"R V Institute of Technology and Management-J P Nagar, Bengaluru",GM,10032,,,,,,,
E198,"R V Institute of Technology and Management-J P Nagar, Bengaluru",KKR,25876,,,,,,,
E205,"Vijaya Vittala Institution of Technology-Kothanur, Bengaluru",GM,109004,,,,,,,
E208,"A.G.M Rural College of Engineering and Technology-Varur, Hubballi",GM,101469,,,,,,,
E209,"Aditya College of Engineering and Technology-Yelahanka, Bengaluru",GM,79094,,,,,,,
E215,"Cauvery College of Engineering-KBL Layout, Mysuru",GM,105087,,,,,,,
E216,"New Ebenezer Institute of Technology - Kothanur, Bangalore",GM,111096,,,,,,,
E217,"Harsha Institute of Technology-Nelamangala Taluk, Bangalore Rural",GM,110476,,,,,,,
College Code,College Name,Seat Category,"CSB-Computer Science & Engineering (Block Chain)","CS-Computer Science & Engineering","CSD-Computer Science & Technology (Devops)",CV-Civil Engineering,,CX-Cyber Security,"CY-Computer Science & Engineering (Cyber Security)",DS-Data Science
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",GM,,27452,,60864,,,,
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",KKR,,64341,,,,,,
E003,"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru",GM,,72063,,,,,111502,
E003,"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru",KKR,,84428,,,,,,
E004,"Adichunchanagiri Institute Of Technology-Jyothi Nagara, Chikkamagaluru",GM,,99949,,,,,,
E005,"Akash Institute of Engineering and Technology-Devanahalli, Bengaluru Rural",GM,,68040,,,,,108734,
E005,"Akash Institute of Engineering and Technology-Devanahalli, Bengaluru Rural",KKR,,100736,,,,,,
E006,"Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru",GM,,110618,,,,,,
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",GM,,67547,,107819,,,,
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",KKR,,108388,,,,,,
E009,"Angadi Institute of Technology and Management-Savagaon Road, Belagavi",GM,,110388,,,,,,
E011,"APS College of Engineering-Kanakapura Road, Bengaluru",GM,,99522,,,,,106002,
E012,"Atria Institute of Technology-Hebbal, Bengaluru",GM,,55167,,108782,,,,
E012,"Atria Institute of Technology-Hebbal, Bengaluru",KKR,,89608,,,,,,
E013,"Akshaya Institute of Technology-Koratagere Road, Tumakuru",GM,,107303,,,,,,
E014,"Anuvartik Mirji Bharatesh Institute of Technology-Shindhollicross, Belagavi",GM,,110299,,,,,,
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",GM,,14636,,,,,,
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",KKR,,39528,,,,,,
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",GM,,19953,,99411,,,,
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",KKR,,31564,,111016,,,,
E017,"Ballari Institute of Technology And Management-Near Allipura, Ballari",GM,,96362,,,,,,
E017,"Ballari Institute of Technology And Management-Near Allipura, Ballari",KKR,,99418,,,,,,
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,,5892,,45120,,,,
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",KKR,,21259,,102213,,,,
E020,"Bangalore Technological Institute-Chikkanayakanahalli Dinne, Bengaluru",GM,,68596,,93576,,,,
E020,"Bangalore Technological Institute-Chikkanayakanahalli Dinne, Bengaluru",KKR,,86987,,,,,,
E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",GM,,81544,,111127,,,,
E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",KKR,,86412,,,,,,
E023,"Basavakalyan Engineering College-NH9 Basavakalyan, Bidar",GM,,68884,,,,,,
E024,"Basaveshwar Engineering College-Vidya Nagar, Bagalkote",GM,,66072,,111199,,,,
E024,"Basaveshwar Engineering College-Vidya Nagar, Bagalkote",KKR,,93452,,,,,,
E026,"BLDEAs V.P. Dr.P.G.Halakatti College of Engineering and Technology-Ashram Road,
Vijayapura",GM,,105699,,,,,,
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,,2323,,19183,,,,
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",KKR,,9487,,68362,,,,
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,,9885,,36809,,,,
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",KKR,,31320,,83934,,,,
E030,"Brindavan College of Engineering-Yelahanka, Bengaluru",GM,,109894,,,,,,
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",GM,,12617,,,,,,
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",KKR,,37373,,,,,,
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,,32250,,107929,,,,
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",KKR,,111009,,,,,,
E035,"Channabasaveshwara Institute of Technology- Gubbi, Tumakuru",GM,,108040,,101700,,,,
E037,"City Engineering College-Doddakalasandra, Bengaluru",GM,,109524,,,,,,
E038,"Coorg Institute of Technology-Ponnampet, South Kodagu",GM,,106864,,,,,90149,
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,,19262,,,,,20349,
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",KKR,,37238,,,,,47011,
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,,3609,,25041,,,4229,
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,,16001,,60328,,,17711,
E041,"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru",GM,,65174,,,,,,
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",GM,,22749,,58085,,,,
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",KKR,,46728,,,,,,
E043,"Yenepoya Institute of Technology formerly known as Dr. M V Shetty Institute of
Technology-Moodbidri, Mangaluru",GM,,111733,,,,,,
E044,"Dr.Shri Shri Shivakumara Mahaswamy College of Engineering-Nelamangala, Bengaluru
Rural",GM,,66222,,,,,,
E045,"Dr H N National College Of Engineering-Jayanagar, Bengaluru",GM,,85363,,,,,,
E046,"East Point College of Engineering and Technology-Avalahalli, Bengaluru",GM,,45073,,,,,,
E048,"East West Institute of Technology-BEL Layout, Bengaluru",GM,,94673,,110360,,,,
E049,"Garden City University-Old Madras Road, Bengaluru",GM,,46466,,,,,,
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,,39809,,82355,,,,
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",KKR,,83120,,,,,,
E051,"GM Institute of Technology-P B Road, Davangere",GM,,106190,,,,,,
E053,"Gopalan College of Engineering And Management-Whitefield, Bengaluru",GM,,63159,,,,,,
E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",GM,,33802,,,,,,
E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",KKR,,55450,,,,,,
E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",GM,,106601,,,,,,
E058,"Sri Jayachamarajendra College of Engineering constituent college of JSS Science and
Technology University-Manasagangothri, Mysuru",GM,,2993,,,,,,
E058,"Sri Jayachamarajendra College of Engineering constituent college of JSS Science and
Technology University-Manasagangothri, Mysuru",KKR,,13042,,,,,,
E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",GM,,77088,,,,,,
E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",KKR,,93683,,,,,,
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,,19158,,68428,,,,
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",KKR,,55604,,,,,,
E061,JSS Science and Technology University-Mysuru,GM,,9069,,50951,,,,
E061,JSS Science and Technology University-Mysuru,KKR,,22916,,84969,,,,
E062,"Jain College of Engineering-T.S Nagar, Belagavi",GM,,60568,,,,,,
E063,"Jnana Vikas Institute of Technology-Bidadi, Ramnagar Taluk, Bengaluru Rural",GM,,83664,,,,,,
E064,"Jain College of Engineering and Research-Udyambag, Belagavi",GM,,84994,,64792,,,,
E065,"KLE Technological University  Formerly called as KLE Dr. M.S. Sheshgiri College of
Engineering and Technology-Udyambag, Belagavi",GM,,41970,,,,,,
E066,"KLE College of Engineering and Technology-Chikodi Dist., Belagavi",GM,,66559,,99020,,,,
E067,"K.S School of Engineering And Management-Off Kanakapura Road, Bengaluru",GM,,109945,,,,,,
E068,"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru",GM,,59243,,,,,,
E068,"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru",KKR,,94404,,,,,,
E070,"Kalpataru Institute of Technology-B H Road, Tiptur",GM,,66223,,,,,,
E071,"Karavali Institute of Technology-Kottara, Mangaluru",GM,,50078,,,,,,
E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",GM,,37070,,90015,,,,
E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",KKR,,70948,,,,,,
E074,"KLS Vishwanathrao Deshpande Institute of Technology-Dandeli Road, Haliyal",GM,,110111,,,,,,
E075,"KNS Institute of Technology-Yelahanka, Bengaluru",GM,,110391,,,,,,
E076,"M.S. Engineering College-Sadahalli, Bengaluru",GM,,74080,,,,,86894,
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,,875,,17291,,,1341,
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,,3710,,47056,,,9760,
E078,"Maharaja Institute of Technology-Belawadi, Mandya",GM,,79900,,106183,,,,
E079,"Malnad College of Engineering-Rangoli Halla, Hassan",GM,,111070,,108604,,,,
E080,"Mangalore Institute of Technology and Engineering-Moodbidri, Mangaluru",GM,,111345,,,,,,
E081,"Moodalakatte Institute of Technology-Moodalakatte, Udupi",GM,,81309,,,,,,
E082,"Maharaja Institute of Technology-Thandavapura, Mysuru",GM,,82424,,88246,,,,
E082,"Maharaja Institute of Technology-Thandavapura, Mysuru",KKR,,84760,,,,,,
E083,"Mysuru Royal Institute of Technology-Palahallli, Mandya District",GM,,96843,,,,,,
E084,"Nagarjuna College of Engineering And Technology-Devanahalli, Bengaluru",GM,,110315,,,,,,
E085,"The National Institute of Engineering North Campus-Koorgalli, Mysuru",GM,,9511,,,,,,
E085,"The National Institute of Engineering North Campus-Koorgalli, Mysuru",KKR,,29202,,,,,,
E088,"Navodaya Institute of Technology-Bijangera, Raichur",GM,,109181,,,,,,
E089,"P.E.S.College of Engineering-PES College Road, Mandya",GM,,14833,,21294,,,,
E089,"P.E.S.College of Engineering-PES College Road, Mandya",KKR,,103061,,,,,,
E090,"PES Institute of Technology and Management-Kotegangoor Cost, Shivamogga",GM,,25870,,108265,,,,
E090,"PES Institute of Technology and Management-Kotegangoor Cost, Shivamogga",KKR,,77624,,,,,,
E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,,307,,9731,,,536,
E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,,934,,36639,,,3368,
E096,"R.L. Jalappa Institute of Technology-Kodigehalli, Doddaballapur",GM,,,,,,,106576,
E097,"R.R. Institute of Technology-Chikkabanavara, Bengaluru",GM,,109273,,,,,,
E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",GM,,84694,,,,,,
E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",KKR,,93651,,,,,,
E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",GM,,111515,,,,,,
E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",GM,,89437,,,,,,
E102,"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari",GM,,31584,,,,,,
E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",GM,,18267,,53354,,,21966,
E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",KKR,,44701,,84129,,,53984,
E105,"Bheemanna Khandre Institute of Technology-Bhalki, Bidar",GM,,59258,,,,,,
E107,"SJB Institute of Technology-Kengeri, Bengaluru",GM,,32276,,107641,,,,
E107,"SJB Institute of Technology-Kengeri, Bengaluru",KKR,,76529,,,,,,
E108,"S J C Institute of Technology-BB Road, Chikkaballapur",GM,,111716,,,,,,
E109,"S.E.A. College of Engineering and Technology-K R Puram, Bengaluru",GM,,107036,,,,,,
E110,"SSETs S.G. Balekundri Institute of Technology-Shivabasva Nagar, Belagavi",GM,,108233,,,,,,
E112,"Sahyadri College of Engineering and Management-Adyar, Mangaluru",GM,,69000,,,,,,
E113,"Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru",GM,,81475,,105192,,,,
E113,"Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru",KKR,,93094,,,,,,
E114,"Sambhram Institute of Technology-Jalahalli East, Bengaluru",GM,,110352,,,,,107636,
E116,"Sapthagiri NPS University-Hesarghatta Main Road, Bengaluru",GM,,49468,,,,,,
E117,"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad",GM,,33695,,106737,,,,
E117,"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad",KKR,,56441,,,,,,
E118,"SDM Institute of Technology, Tulu Minority-Ujjire, Dakshina Kannada",GM,,40794,,,,,,
E119,"SECAB Institute of Engineering andTechnology-Nauraspur-Bagalkot Road, Vijayapura",GM,,60213,,,,,,
E121,"Sri Sairam College of Engineering-Anekal, Bengaluru",GM,,110207,,,,,,
E122,"Shree Devi Institute of Technology-Kenjar, Mangaluru",GM,,87327,,,,,,
E123,"Shri Madhwa Vadiraja Institute of Technology and Management-Bantakal, Udupi",GM,,101913,,,,,,
E124,"Shridevi Institute of Engineering and Technology-Sira Road, Tumakuru",GM,,110829,,,,104762,,
E125,"Siddaganga Institute of Technology-B H Road, Tumakuru",GM,,10358,,,,,,
E125,"Siddaganga Institute of Technology-B H Road, Tumakuru",KKR,,27263,,,,,,
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,,12885,,55967,,,,
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",KKR,,37986,,77464,,,,
E127,"SJM Institute of Technology-NH 4 Bye-pass, Chitradurga",GM,,55518,,,,,,
E128,"Smt. Kamala and Sri Venkappa M. Agadi College of Engineering and Technology-
Laxmeswar, Gadag",GM,,91192,,,,,,
E132,"Sri Krishna Institute of Technology-Chikkabanavara, Bengaluru",GM,,102652,,,,,,
E136,"Sri Taralabalu Jagadguru Institute of Technology-Haveri Dist., Ranebennur",GM,,106944,,,,,,
E137,"Sri Venkateshwara College of Engineering-KIAL Road, Bengaluru",GM,,85288,,,,,105250,
E138,"Srinivas Institute of Technology-Hampankatta, Mangaluru",GM,,111162,,,,,,
E141,"T. John Institute of Technology-Bannerghatta Road, Bengaluru",GM,,109829,,,,,,82758
E143,"Tontadarya College of Engineering-Mundaragi Road , Gadag",GM,,92530,,,,,,
E145,"Vemana Institute of Technology-Koramangala, Bengaluru",GM,,81980,,,,,103211,
E146,"Vidya Vikas Institute of Engineering and Technology-Alnahally, Mysuru",GM,,69286,,,,,,
E147,"Vidyavardhaka College of Engineering-Gokulam, Mysuru",GM,,51369,,73164,,,,
E147,"Vidyavardhaka College of Engineering-Gokulam, Mysuru",KKR,,106835,,80608,,,,
E148,"Vivekananda College of Engineering and Technology-Puttur, Dakshin Kannada",GM,,90528,,,,,,
E152,"ATME College of Engineering-Bannur Road, Mysuru",GM,,80550,,,,,,
E156,"Jyothy Institute of Technology-Tathguni, Bengaluru",GM,,102735,,,,,,
E158,"Shetty Institute of Technology - Gulbarga Shahabad Road, Kalaburagi",GM,,44706,,8078,,,,
E161,"Cambridge Institute of Technology North Campus-Kundana, Bengaluru",GM,,50482,,,,,39694,
E161,"Cambridge Institute of Technology North Campus-Kundana, Bengaluru",KKR,,77003,,,,,,
E164,"Reva University-Yelahanka, Bengaluru",GM,,,,60896,,,,
E164,"Reva University-Yelahanka, Bengaluru",KKR,,,,108551,,,,
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",GM,29582,14814,29748,106343,,,21685,
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",KKR,87941,58887,63261,,,,27795,
E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",GM,,6315,,,,,10410,
E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",KKR,,56222,,,,,81199,
E172,"Mysore College of Engineering and Management-Chikkahalli, Mysuru",GM,,109305,,,,,,
E173,"Presidency University-Yelahanka, Bengaluru",GM,36666,22533,36628,86302,,,28875,
E173,"Presidency University-Yelahanka, Bengaluru",KKR,72517,65313,,,,,76449,
E183,"Jain Institute of Technology-Avaragere Village, Davangere",GM,,110850,,,,,,
E187,"CMR University-Bagalur-Chagalatti, Bengaluru",GM,,24437,,,,,,
E187,"CMR University-Bagalur-Chagalatti, Bengaluru",KKR,,110659,,,,,,
E194,"Jain College of Engineering and Technology-Unkal, Hubballi",GM,,75645,,92556,,,,
